Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)

TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11825,0.00819366,1.51109,19.2378,0.0203181,3.7471
Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96137,0,1.81752,0.00102654,0.0727703,0,0.111504,6.45411e-06,0.11592,0,1.23285,0.0010195,0.0183244,0,0.0876581,6.36461e-06,, , 0.0678178,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.0010195,0.000987789,0.0134917,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.36461e-06,0.0585562
2,15.124,15.1815,11.3419,0.0106831,0.500564,0.504392,3.47521,0.000459755,3.68332,3.74083,9.6154,0.0103696,0.174738,0.178567,2.60677,2.8273e-05,, , 0.531529,6.59864,0.293982,15.1163,9.97854,9.6154,0.0103696,0.0155217,0.205218,0.129148,0.0189391,0.00853657,0.640836,2.60677,2.8273e-05,0.920125
3,4.20627,4.23137,7.27517,0.0214105,0.173953,0.17551,2.85431,0.000990129,0.892084,0.917189,6.417,0.0207835,0.0703109,0.0718679,1.12478,0.000121919,, , 0.231468,1.44982,0.127988,5.23262,3.22804,6.417,0.0207835,0.0293457,0.0921366,0.0417726,0.00826957,0.00755516,0.204585,1.12478,0.000121919,1.73961
4,6.18133,6.238,7.76702,0.042843,0.279177,0.28287,5.61029,0.00106338,1.10733,1.16401,6.4162,0.0415889,0.136667,0.14036,2.15227,0.000258459,, , 0.473606,1.54823,0.249511,8.74862,4.6985,6.4162,0.0415889,0.0584488,0.18445,0.0761984,0.0163788,0.0118465,0.284231,2.15227,0.000258459,3.46485
5,1.52962,1.55048,7.03825,0.0818496,0.087894,0.0890748,7.70087,0.00118276,0.273919,0.294776,5.50243,0.0793413,0.048338,0.0495188,0.787032,0.000561834,, , 0.169938,0.307138,0.0916197,6.2831,1.66101,5.50243,0.0793413,0.116473,0.0677828,0.024022,0.00605196,0.017688,0.0855392,0.787032,0.000561834,6.90454
6,2.44575,2.48978,8.43973,0.158493,0.150852,0.153862,15.3304,0.000663725,0.449025,0.493053,5.50236,0.153476,0.0968434,0.0998531,1.50306,0.000545536,, , 0.35156,0.409594,0.180924,11.9572,2.76803,5.50236,0.153476,0.232886,0.137964,0.0467762,0.0119568,0.0313899,0.125166,1.50306,0.000545536,13.8055
7,0.470104,0.471246,9.57548,0.40781,0.0297769,0.0301125,49.3609,0.000327159,0.385866,0.387008,0.0129871,0.390724,0.0164512,0.0167867,0.198186,0.000109934,, , 0.0100919,0.757676,0.00510665,12.0326,0.287717,0.0129871,0.390724,0.827824,0.0137301,0.0183357,0.00117214,0.107445,0.0520212,0.198186,0.000109934,49.0734
8,0.0286185,0.028755,0.0180332,0.000752607,0.000539248,0.000545379,0.0602466,3.46847e-07,0.0019825,0.002119,0.00206228,0.000731752,8.73947e-05,9.35259e-05,0.000227483,8.16808e-08,, , 0.00126778,0.00218914,0.000644581,0.0803593,0.0212412,0.00206228,0.000731752,0.00101147,7.37139e-05,8.89254e-05,1.82813e-05,0.000321226,0.00074128,0.000227483,8.16808e-08,0.0599602
Total,37.9471,30.1912,53.2731,0.724869,1.29553,1.23637,84.5038,0.00469372,6.90945,6.99898,34.7013,0.698035,0.561761,0.557047,8.45999,0.0016324,, , 1.83728,11.0806,0.990543,66.3248,24.21,34.7013,0.698035,1.2825,0.714846,0.339823,0.0641379,0.186405,1.4432,8.45999,0.0016324,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.11839,0.00818758,1.50996,19.2498,0.0202808,3.74021
