Total Area(m^2), Total CIM (FW+AG) Area (m^2), Routing Area(m^2), ADC Area(m^2), Accumulation Area(m^2), Other Logic&Storage Area(m^2), Weight Gradient Area(m^2),
9.52136e-05,3.65072e-07,1.19663e-05,5.4022e-05,9.68277e-06,9.56223e-06,9.61522e-06


layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
layer_number, latency_FW(s), latency_AG(s), latency_WG(s), latency_WU(s), energy_FW(J), energy_AG(J), energy_WG(J), energy_WU(J),Peak_latency_FW(s), Peak_latency_AG(s), Peak_latency_WG(s), Peak_latency_WU(s), Peak_energy_FW(J), Peak_energy_AG(J), Peak_energy_WG(J), Peak_energy_WU(J),, , ADC_latency(s), Accumulation_latency(s), Synaptic Array w/o ADC_latency(s), Buffer_latency(s), IC_latency(s), Weight_gradient_latency(s), Weight_update(s), DRAM_latency(s), ADC_energy(J), Accumulation_energy(J), Synaptic Array w/o ADC_energy(J), Buffer_energy(J), IC_energy(J), Weight_gradient_energy(J), Weight_update_energy(J), DRAM_energy(J)
1,7.96139,0,1.81752,0.00102029,0.0727752,0,0.111504,6.79414e-06,0.115946,0,1.23285,0.00101325,0.0183292,0,0.0876581,6.70465e-06,, , 0.0678442,0.00733546,0.0407669,6.87397,1.56697,1.23285,0.00101325,0.000987789,0.0134965,0.00348139,0.00135132,0.00162304,0.0500789,0.0876581,6.70465e-06,0.0585562
2,15.1245,15.182,11.3421,0.0106153,0.501588,0.505332,3.47523,0.00136711,3.68378,3.74129,9.61558,0.0103018,0.175763,0.179506,2.60678,8.49829e-05,, , 0.532448,6.59864,0.293982,15.1163,9.97854,9.61558,0.0103018,0.0155217,0.207165,0.129148,0.0189566,0.00853657,0.640836,2.60678,8.49829e-05,0.920125
3,4.20584,4.23094,7.27563,0.0218709,0.174168,0.175611,2.86639,0.00103878,0.89165,0.916755,6.41746,0.0212439,0.0705258,0.0719681,1.13685,0.000128001,, , 0.2306,1.44982,0.127988,5.23262,3.22804,6.41746,0.0212439,0.0293457,0.0924281,0.0417726,0.00829328,0.00755516,0.204585,1.13685,0.000128001,1.73961
4,6.18324,6.23992,7.76646,0.043158,0.280689,0.284658,5.58612,0.00123401,1.10925,1.16593,6.41564,0.0419039,0.138179,0.142148,2.12811,0.000301117,, , 0.47744,1.54823,0.249511,8.74862,4.6985,6.41564,0.0419039,0.0584488,0.187807,0.0761984,0.0163215,0.0118465,0.284231,2.12811,0.000301117,3.46485
5,1.53169,1.55254,7.03708,0.0767466,0.0882467,0.0897182,7.66537,0.000414119,0.275983,0.29684,5.50125,0.0742383,0.0486908,0.0501622,0.751533,0.000177512,, , 0.174065,0.307138,0.0916197,6.2831,1.66101,5.50125,0.0742383,0.116473,0.0688391,0.024022,0.00599186,0.017688,0.0855392,0.751533,0.000177512,6.90454
6,2.44856,2.49259,8.43917,0.138686,0.151615,0.154901,15.2949,0.000208636,0.451833,0.495861,5.5018,0.133669,0.0976064,0.100892,1.46754,9.04471e-05,, , 0.357176,0.409594,0.180924,11.9572,2.76803,5.5018,0.133669,0.232886,0.139823,0.0467762,0.0118996,0.0313899,0.125166,1.46754,9.04471e-05,13.8055
7,0.47011,0.471252,9.57548,0.382619,0.0297603,0.030096,49.3609,0.000290911,0.385872,0.387014,0.0129865,0.365533,0.0164346,0.0167703,0.198186,7.36865e-05,, , 0.0101027,0.757676,0.00510665,12.0326,0.287717,0.0129865,0.365533,0.827824,0.0136971,0.0183357,0.00117211,0.107445,0.0520212,0.198186,7.36865e-05,49.0734
8,0.0286126,0.0287491,0.0180826,0.000453478,0.000539337,0.000545277,0.0602488,3.1719e-07,0.00197655,0.00211305,0.0021117,0.000432623,8.74835e-05,9.34239e-05,0.000229628,5.2023e-08,, , 0.00125588,0.00218914,0.000644581,0.0803593,0.0212412,0.0021117,0.000432623,0.00101147,7.36613e-05,8.89254e-05,1.83208e-05,0.000321226,0.00074128,0.000229628,5.2023e-08,0.0599602
Total,37.9539,30.198,53.2715,0.67517,1.29938,1.24086,84.4207,0.00456069,6.91629,7.00579,34.6997,0.648336,0.565616,0.561541,8.37689,0.000862504,, , 1.85093,11.0806,0.990543,66.3248,24.21,34.6997,0.648336,1.2825,0.723329,0.339823,0.0640047,0.186405,1.4432,8.37689,0.000862504,76.0265


TOPS/W,FPS,TOPS,Peak TOPS/W,Peak FPS,Peak TOPS,
2.12022,0.0081901,1.51043,19.4028,0.0202963,3.74307
